Tree,Row,Node,MaxLevel,Level,Gold,Food,Iron,Valor,Oil,Prerequisite,HaveIt,Priority,Notes
Tank Mastery,7,Tank Synergy - HP II,10,8,165822200,55274100,55274100,2070,0,None,0,,
Tank Mastery,7,Tank Synergy - HP II,10,9,232151000,77383700,77383700,2250,0,None,0,,
Tank Mastery,7,Tank Synergy - HP II,10,10,232151000,77383700,77383700,2250,0,None,0,,
Tank Mastery,7,Tank Synergy - Attack II,10,1,65000000,21660000,21660000,1500,0,None,0,,
Tank Mastery,7,Tank Synergy - Attack II,10,2,65000000,21660000,21660000,1500,0,None,0,,
Tank Mastery,7,Tank Synergy - Attack II,10,3,91050000,30280000,30280000,1690,0,None,0,,
Tank Mastery,7,Tank Synergy - Attack II,10,4,91050000,30280000,30280000,1690,0,None,0,,
Tank Mastery,7,Tank Synergy - Attack II,10,5,118444400,39481500,39481500,1880,0,None,0,,
Tank Mastery,7,Tank Synergy - Attack II,10,6,118444400,39481500,39481500,1880,0,None,0,,
Tank Mastery,7,Tank Synergy - Attack II,10,7,165822200,55274100,55274100,2070,0,None,0,,
Tank Mastery,7,Tank Synergy - Attack II,10,8,165822200,55274100,55274100,2070,0,None,0,,
Tank Mastery,7,Tank Synergy - Attack II,10,9,232151000,77383700,77383700,2250,0,None,0,,
Tank Mastery,7,Tank Synergy - Attack II,10,10,232151000,77383700,77383700,2250,0,None,0,,
Tank Mastery,7,Tank Synergy - Defense II,10,1,65000000,21660000,21660000,1500,0,None,0,,
Tank Mastery,7,Tank Synergy - Defense II,10,2,65000000,21660000,21660000,1500,0,None,0,,
Tank Mastery,7,Tank Synergy - Defense II,10,3,91050000,30280000,30280000,1690,0,None,0,,
Tank Mastery,7,Tank Synergy - Defense II,10,4,91050000,30280000,30280000,1690,0,None,0,,
Tank Mastery,7,Tank Synergy - Defense II,10,5,118444400,39481500,39481500,1880,0,None,0,,
Tank Mastery,7,Tank Synergy - Defense II,10,6,118444400,39481500,39481500,1880,0,None,0,,
Tank Mastery,7,Tank Synergy - Defense II,10,7,165822200,55274100,55274100,2070,0,None,0,,
Tank Mastery,7,Tank Synergy - Defense II,10,8,165822200,55274100,55274100,2070,0,None,0,,
Tank Mastery,7,Tank Synergy - Defense II,10,9,232151000,77383700,77383700,2250,0,None,0,,
Tank Mastery,7,Tank Synergy - Defense II,10,10,232151000,77383700,77383700,2250,0,None,0,,
Tank Mastery,8,Tank Synergy - Damage II,5,1,65000000,21660000,21660000,1500,0,tank-synergy-hp-2 Lv.2; tank-synergy-attack-2 Lv.2; tank-synergy-defense-2 Lv.2,0,,
Tank Mastery,8,Tank Synergy - Damage II,5,2,91050000,30280000,30280000,1690,0,tank-synergy-hp-2 Lv.2; tank-synergy-attack-2 Lv.2; tank-synergy-defense-2 Lv.2,0,,
Tank Mastery,8,Tank Synergy - Damage II,5,3,118444400,39481500,39481500,1880,0,tank-synergy-hp-2 Lv.2; tank-synergy-attack-2 Lv.2; tank-synergy-defense-2 Lv.2,0,,
Tank Mastery,8,Tank Synergy - Damage II,5,4,165822200,55274100,55274100,2070,0,tank-synergy-hp-2 Lv.2; tank-synergy-attack-2 Lv.2; tank-synergy-defense-2 Lv.2,0,,
Tank Mastery,8,Tank Synergy - Damage II,5,5,232151000,77383700,77383700,2250,0,tank-synergy-hp-2 Lv.2; tank-synergy-attack-2 Lv.2; tank-synergy-defense-2 Lv.2,0,,
Tank Mastery,9,Tank - March Size II,5,1,65000000,21660000,21660000,1500,0,tank-synergy-damage-2 Lv.1,0,,
Tank Mastery,9,Tank - March Size II,5,2,91050000,30280000,30280000,1690,0,tank-synergy-damage-2 Lv.1,0,,
Tank Mastery,9,Tank - March Size II,5,3,118444400,39481500,39481500,1880,0,tank-synergy-damage-2 Lv.1,0,,
Tank Mastery,9,Tank - March Size II,5,4,165822200,55274100,55274100,2070,0,tank-synergy-damage-2 Lv.1,0,,
Tank Mastery,9,Tank - March Size II,5,5,232151000,77383700,77383700,2250,0,tank-synergy-damage-2 Lv.1,0,,
Tank Mastery,10,Tank - HP II,10,1,65000000,21660000,21660000,1500,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - HP II,10,2,65000000,21660000,21660000,1500,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - HP II,10,3,91050000,30280000,30280000,1690,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - HP II,10,4,91050000,30280000,30280000,1690,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - HP II,10,5,118444400,39481500,39481500,1880,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - HP II,10,6,118444400,39481500,39481500,1880,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - HP II,10,7,165822200,55274100,55274100,2070,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - HP II,10,8,165822200,55274100,55274100,2070,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - HP II,10,9,232151000,77383700,77383700,2250,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - HP II,10,10,232151000,77383700,77383700,2250,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - Attack II,10,1,65000000,21660000,21660000,1500,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - Attack II,10,2,65000000,21660000,21660000,1500,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - Attack II,10,3,91050000,30280000,30280000,1690,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - Attack II,10,4,91050000,30280000,30280000,1690,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - Attack II,10,5,118444400,39481500,39481500,1880,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - Attack II,10,6,118444400,39481500,39481500,1880,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - Attack II,10,7,165822200,55274100,55274100,2070,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - Attack II,10,8,165822200,55274100,55274100,2070,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - Attack II,10,9,232151000,77383700,77383700,2250,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - Attack II,10,10,232151000,77383700,77383700,2250,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - Defense II,10,1,65000000,21660000,21660000,1500,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - Defense II,10,2,65000000,21660000,21660000,1500,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - Defense II,10,3,91050000,30280000,30280000,1690,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - Defense II,10,4,91050000,30280000,30280000,1690,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - Defense II,10,5,118444400,39481500,39481500,1880,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - Defense II,10,6,118444400,39481500,39481500,1880,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - Defense II,10,7,165822200,55274100,55274100,2070,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - Defense II,10,8,165822200,55274100,55274100,2070,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - Defense II,10,9,232151000,77383700,77383700,2250,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,10,Tank - Defense II,10,10,232151000,77383700,77383700,2250,0,tank-march-size-2 Lv.1,0,,
Tank Mastery,11,Tank - Damage II,5,1,65000000,21660000,21660000,1500,0,tank-hp-2 Lv.2; tank-attack-2 Lv.2; tank-defense-2 Lv.2,0,,
Tank Mastery,11,Tank - Damage II,5,2,91050000,30280000,30280000,1690,0,tank-hp-2 Lv.2; tank-attack-2 Lv.2; tank-defense-2 Lv.2,0,,
Tank Mastery,11,Tank - Damage II,5,3,118444400,39481500,39481500,1880,0,tank-hp-2 Lv.2; tank-attack-2 Lv.2; tank-defense-2 Lv.2,0,,
Tank Mastery,11,Tank - Damage II,5,4,165822200,55274100,55274100,2070,0,tank-hp-2 Lv.2; tank-attack-2 Lv.2; tank-defense-2 Lv.2,0,,
Tank Mastery,11,Tank - Damage II,5,5,232151000,77383700,77383700,2250,0,tank-hp-2 Lv.2; tank-attack-2 Lv.2; tank-defense-2 Lv.2,0,,
Tank Mastery,12,Tank - Ultimate Defense II,10,1,65000000,21660000,21660000,1500,0,tank-damage-2 Lv.1,0,,
Tank Mastery,12,Tank - Ultimate Defense II,10,2,65000000,21660000,21660000,1500,0,tank-damage-2 Lv.1,0,,
Tank Mastery,12,Tank - Ultimate Defense II,10,3,91050000,30280000,30280000,1690,0,tank-damage-2 Lv.1,0,,
Tank Mastery,12,Tank - Ultimate Defense II,10,4,91050000,30280000,30280000,1690,0,tank-damage-2 Lv.1,0,,
Tank Mastery,12,Tank - Ultimate Defense II,10,5,118444400,39481500,39481500,1880,0,tank-damage-2 Lv.1,0,,
Tank Mastery,12,Tank - Ultimate Defense II,10,6,118444400,39481500,39481500,1880,0,tank-damage-2 Lv.1,0,,
Tank Mastery,12,Tank - Ultimate Defense II,10,7,165822200,55274100,55274100,2070,0,tank-damage-2 Lv.1,0,,
Tank Mastery,12,Tank - Ultimate Defense II,10,8,165822200,55274100,55274100,2070,0,tank-damage-2 Lv.1,0,,
Tank Mastery,12,Tank - Ultimate Defense II,10,9,232151000,77383700,77383700,2250,0,tank-damage-2 Lv.1,0,,
Tank Mastery,12,Tank - Ultimate Defense II,10,10,232151000,77383700,77383700,2250,0,tank-damage-2 Lv.1,0,,
Aircraft Mastery,1,Aircraft Synergy - HP I,10,1,65000000,21660000,21660000,1500,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - HP I,10,2,65000000,21660000,21660000,1500,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - HP I,10,3,91050000,30280000,30280000,1690,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - HP I,10,4,91050000,30280000,30280000,1690,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - HP I,10,5,118444400,39481500,39481500,1880,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - HP I,10,6,118444400,39481500,39481500,1880,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - HP I,10,7,165822200,55274100,55274100,2070,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - HP I,10,8,165822200,55274100,55274100,2070,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - HP I,10,9,232151000,77383700,77383700,2250,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - HP I,10,10,232151000,77383700,77383700,2250,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - Attack I,10,1,65000000,21660000,21660000,1500,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - Attack I,10,2,65000000,21660000,21660000,1500,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - Attack I,10,3,91050000,30280000,30280000,1690,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - Attack I,10,4,91050000,30280000,30280000,1690,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - Attack I,10,5,118444400,39481500,39481500,1880,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - Attack I,10,6,118444400,39481500,39481500,1880,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - Attack I,10,7,165822200,55274100,55274100,2070,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - Attack I,10,8,165822200,55274100,55274100,2070,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - Attack I,10,9,232151000,77383700,77383700,2250,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - Attack I,10,10,232151000,77383700,77383700,2250,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - Defense I,10,1,65000000,21660000,21660000,1500,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - Defense I,10,2,65000000,21660000,21660000,1500,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - Defense I,10,3,91050000,30280000,30280000,1690,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - Defense I,10,4,91050000,30280000,30280000,1690,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - Defense I,10,5,118444400,39481500,39481500,1880,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - Defense I,10,6,118444400,39481500,39481500,1880,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - Defense I,10,7,165822200,55274100,55274100,2070,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - Defense I,10,8,165822200,55274100,55274100,2070,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - Defense I,10,9,232151000,77383700,77383700,2250,0,None,0,,
Aircraft Mastery,1,Aircraft Synergy - Defense I,10,10,232151000,77383700,77383700,2250,0,None,0,,
Aircraft Mastery,2,Aircraft Synergy - Damage I,5,1,65000000,21660000,21660000,1500,0,aircraft-synergy-hp-1 Lv.2; aircraft-synergy-attack-1 Lv.2; aircraft-synergy-defense-1 Lv.2,0,,
Aircraft Mastery,2,Aircraft Synergy - Damage I,5,2,91050000,30280000,30280000,1690,0,aircraft-synergy-hp-1 Lv.2; aircraft-synergy-attack-1 Lv.2; aircraft-synergy-defense-1 Lv.2,0,,
Aircraft Mastery,2,Aircraft Synergy - Damage I,5,3,118444400,39481500,39481500,1880,0,aircraft-synergy-hp-1 Lv.2; aircraft-synergy-attack-1 Lv.2; aircraft-synergy-defense-1 Lv.2,0,,
Aircraft Mastery,2,Aircraft Synergy - Damage I,5,4,165822200,55274100,55274100,2070,0,aircraft-synergy-hp-1 Lv.2; aircraft-synergy-attack-1 Lv.2; aircraft-synergy-defense-1 Lv.2,0,,
Aircraft Mastery,2,Aircraft Synergy - Damage I,5,5,232151000,77383700,77383700,2250,0,aircraft-synergy-hp-1 Lv.2; aircraft-synergy-attack-1 Lv.2; aircraft-synergy-defense-1 Lv.2,0,,
Aircraft Mastery,3,Aircraft - March Size I,5,1,65000000,21660000,21660000,1500,0,aircraft-synergy-damage-1 Lv.1,0,,
Aircraft Mastery,3,Aircraft - March Size I,5,2,91050000,30280000,30280000,1690,0,aircraft-synergy-damage-1 Lv.1,0,,
Aircraft Mastery,3,Aircraft - March Size I,5,3,118444400,39481500,39481500,1880,0,aircraft-synergy-damage-1 Lv.1,0,,
Aircraft Mastery,3,Aircraft - March Size I,5,4,165822200,55274100,55274100,2070,0,aircraft-synergy-damage-1 Lv.1,0,,
Aircraft Mastery,3,Aircraft - March Size I,5,5,232151000,77383700,77383700,2250,0,aircraft-synergy-damage-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - HP I,10,1,65000000,21660000,21660000,1500,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - HP I,10,2,65000000,21660000,21660000,1500,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - HP I,10,3,91050000,30280000,30280000,1690,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - HP I,10,4,91050000,30280000,30280000,1690,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - HP I,10,5,118444400,39481500,39481500,1880,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - HP I,10,6,118444400,39481500,39481500,1880,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - HP I,10,7,165822200,55274100,55274100,2070,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - HP I,10,8,165822200,55274100,55274100,2070,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - HP I,10,9,232151000,77383700,77383700,2250,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - HP I,10,10,232151000,77383700,77383700,2250,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - Attack I,10,1,65000000,21660000,21660000,1500,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - Attack I,10,2,65000000,21660000,21660000,1500,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - Attack I,10,3,91050000,30280000,30280000,1690,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - Attack I,10,4,91050000,30280000,30280000,1690,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - Attack I,10,5,118444400,39481500,39481500,1880,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - Attack I,10,6,118444400,39481500,39481500,1880,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - Attack I,10,7,165822200,55274100,55274100,2070,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - Attack I,10,8,165822200,55274100,55274100,2070,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - Attack I,10,9,232151000,77383700,77383700,2250,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - Attack I,10,10,232151000,77383700,77383700,2250,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - Defense I,10,1,65000000,21660000,21660000,1500,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - Defense I,10,2,65000000,21660000,21660000,1500,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - Defense I,10,3,91050000,30280000,30280000,1690,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - Defense I,10,4,91050000,30280000,30280000,1690,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - Defense I,10,5,118444400,39481500,39481500,1880,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - Defense I,10,6,118444400,39481500,39481500,1880,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - Defense I,10,7,165822200,55274100,55274100,2070,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - Defense I,10,8,165822200,55274100,55274100,2070,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - Defense I,10,9,232151000,77383700,77383700,2250,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,4,Aircraft - Defense I,10,10,232151000,77383700,77383700,2250,0,aircraft-march-size-1 Lv.1,0,,
Aircraft Mastery,5,Aircraft - Damage I,5,1,65000000,21660000,21660000,1500,0,aircraft-hp-1 Lv.2; aircraft-attack-1 Lv.2; aircraft-defense-1 Lv.2,0,,
Aircraft Mastery,5,Aircraft - Damage I,5,2,91050000,30280000,30280000,1690,0,aircraft-hp-1 Lv.2; aircraft-attack-1 Lv.2; aircraft-defense-1 Lv.2,0,,
Aircraft Mastery,5,Aircraft - Damage I,5,3,118444400,39481500,39481500,1880,0,aircraft-hp-1 Lv.2; aircraft-attack-1 Lv.2; aircraft-defense-1 Lv.2,0,,
Aircraft Mastery,5,Aircraft - Damage I,5,4,165822200,55274100,55274100,2070,0,aircraft-hp-1 Lv.2; aircraft-attack-1 Lv.2; aircraft-defense-1 Lv.2,0,,
Aircraft Mastery,5,Aircraft - Damage I,5,5,232151000,77383700,77383700,2250,0,aircraft-hp-1 Lv.2; aircraft-attack-1 Lv.2; aircraft-defense-1 Lv.2,0,,
Aircraft Mastery,6,Aircraft - Ultimate Defense I,10,1,65000000,21660000,21660000,1500,0,aircraft-damage-1 Lv.1,0,,
Aircraft Mastery,6,Aircraft - Ultimate Defense I,10,2,65000000,21660000,21660000,1500,0,aircraft-damage-1 Lv.1,0,,
Aircraft Mastery,6,Aircraft - Ultimate Defense I,10,3,91050000,30280000,30280000,1690,0,aircraft-damage-1 Lv.1,0,,
Aircraft Mastery,6,Aircraft - Ultimate Defense I,10,4,91050000,30280000,30280000,1690,0,aircraft-damage-1 Lv.1,0,,
Aircraft Mastery,6,Aircraft - Ultimate Defense I,10,5,118444400,39481500,39481500,1880,0,aircraft-damage-1 Lv.1,0,,
Aircraft Mastery,6,Aircraft - Ultimate Defense I,10,6,118444400,39481500,39481500,1880,0,aircraft-damage-1 Lv.1,0,,
Aircraft Mastery,6,Aircraft - Ultimate Defense I,10,7,165822200,55274100,55274100,2070,0,aircraft-damage-1 Lv.1,0,,
Aircraft Mastery,6,Aircraft - Ultimate Defense I,10,8,165822200,55274100,55274100,2070,0,aircraft-damage-1 Lv.1,0,,
Aircraft Mastery,6,Aircraft - Ultimate Defense I,10,9,232151000,77383700,77383700,2250,0,aircraft-damage-1 Lv.1,0,,
Aircraft Mastery,6,Aircraft - Ultimate Defense I,10,10,232151000,77383700,77383700,2250,0,aircraft-damage-1 Lv.1,0,,
Aircraft Mastery,7,Aircraft Synergy - HP II,10,1,65000000,21660000,21660000,1500,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - HP II,10,2,65000000,21660000,21660000,1500,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - HP II,10,3,91050000,30280000,30280000,1690,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - HP II,10,4,91050000,30280000,30280000,1690,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - HP II,10,5,118444400,39481500,39481500,1880,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - HP II,10,6,118444400,39481500,39481500,1880,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - HP II,10,7,165822200,55274100,55274100,2070,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - HP II,10,8,165822200,55274100,55274100,2070,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - HP II,10,9,232151000,77383700,77383700,2250,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - HP II,10,10,232151000,77383700,77383700,2250,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - Attack II,10,1,65000000,21660000,21660000,1500,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - Attack II,10,2,65000000,21660000,21660000,1500,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - Attack II,10,3,91050000,30280000,30280000,1690,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - Attack II,10,4,91050000,30280000,30280000,1690,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - Attack II,10,5,118444400,39481500,39481500,1880,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - Attack II,10,6,118444400,39481500,39481500,1880,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - Attack II,10,7,165822200,55274100,55274100,2070,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - Attack II,10,8,165822200,55274100,55274100,2070,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - Attack II,10,9,232151000,77383700,77383700,2250,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - Attack II,10,10,232151000,77383700,77383700,2250,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - Defense II,10,1,65000000,21660000,21660000,1500,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - Defense II,10,2,65000000,21660000,21660000,1500,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - Defense II,10,3,91050000,30280000,30280000,1690,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - Defense II,10,4,91050000,30280000,30280000,1690,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - Defense II,10,5,118444400,39481500,39481500,1880,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - Defense II,10,6,118444400,39481500,39481500,1880,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - Defense II,10,7,165822200,55274100,55274100,2070,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - Defense II,10,8,165822200,55274100,55274100,2070,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - Defense II,10,9,232151000,77383700,77383700,2250,0,None,0,,
Aircraft Mastery,7,Aircraft Synergy - Defense II,10,10,232151000,77383700,77383700,2250,0,None,0,,
Aircraft Mastery,8,Aircraft Synergy - Damage II,5,1,65000000,21660000,21660000,1500,0,aircraft-synergy-hp-2 Lv.2; aircraft-synergy-attack-2 Lv.2; aircraft-synergy-defense-2 Lv.2,0,,
Aircraft Mastery,8,Aircraft Synergy - Damage II,5,2,91050000,30280000,30280000,1690,0,aircraft-synergy-hp-2 Lv.2; aircraft-synergy-attack-2 Lv.2; aircraft-synergy-defense-2 Lv.2,0,,
Aircraft Mastery,8,Aircraft Synergy - Damage II,5,3,118444400,39481500,39481500,1880,0,aircraft-synergy-hp-2 Lv.2; aircraft-synergy-attack-2 Lv.2; aircraft-synergy-defense-2 Lv.2,0,,
Aircraft Mastery,8,Aircraft Synergy - Damage II,5,4,165822200,55274100,55274100,2070,0,aircraft-synergy-hp-2 Lv.2; aircraft-synergy-attack-2 Lv.2; aircraft-synergy-defense-2 Lv.2,0,,
Aircraft Mastery,8,Aircraft Synergy - Damage II,5,5,232151000,77383700,77383700,2250,0,aircraft-synergy-hp-2 Lv.2; aircraft-synergy-attack-2 Lv.2; aircraft-synergy-defense-2 Lv.2,0,,
Aircraft Mastery,9,Aircraft - March Size II,5,1,65000000,21660000,21660000,1500,0,aircraft-synergy-damage-2 Lv.1,0,,
Aircraft Mastery,9,Aircraft - March Size II,5,2,91050000,30280000,30280000,1690,0,aircraft-synergy-damage-2 Lv.1,0,,
Aircraft Mastery,9,Aircraft - March Size II,5,3,118444400,39481500,39481500,1880,0,aircraft-synergy-damage-2 Lv.1,0,,
Aircraft Mastery,9,Aircraft - March Size II,5,4,165822200,55274100,55274100,2070,0,aircraft-synergy-damage-2 Lv.1,0,,
Aircraft Mastery,9,Aircraft - March Size II,5,5,232151000,77383700,77383700,2250,0,aircraft-synergy-damage-2 Lv.1,0,,
Aircraft Mastery,10,Aircraft - HP II,10,1,65000000,21660000,21660000,1500,0,aircraft-march-size-2 Lv.1,0,,
Aircraft Mastery,10,Aircraft - HP II,10,2,65000000,21660000,21660000,1500,0,aircraft-march-size-2 Lv.1,0,,
Aircraft Mastery,10,Aircraft - HP II,10,3,91050000,30280000,30280000,1690,0,aircraft-march-size-2 Lv.1,0,,
Aircraft Mastery,10,Aircraft - HP II,10,4,91050000,30280000,30280000,1690,0,aircraft-march-size-2 Lv.1,0,,
Aircraft Mastery,10,Aircraft - HP II,10,5,118444400,39481500,39481500,1880,0,aircraft-march-size-2 Lv.1,0,,
Aircraft Mastery,10,Aircraft - HP II,10,6,118444400,39481500,39481500,1880,0,aircraft-march-size-2 Lv.1,0,,
Aircraft Mastery,10,Aircraft - HP II,10,7,165822200,55274100,55274100,2070,0,aircraft-march-size-2 Lv.1,0,,
Aircraft Mastery,10,Aircraft - HP II,10,8,165822200,55274100,55274100,2070,0,aircraft-march-size-2 Lv.1,0,,
Aircraft Mastery,10,Aircraft - HP II,10,9,232151000,77383700,77383700,2250,0,aircraft-march-size-2 Lv.1,0,,
Aircraft Mastery,10,Aircraft - HP II,10,10,232151000,77383700,77383700,2250,0,aircraft-march-size-2 Lv.1,0,,
Aircraft Mastery,10,Aircraft - Attack II,10,1,65000000,21660000,21660000,1500,0,aircraft-march-size-2 Lv.1,0,,
Aircraft Mastery,10,Aircraft - Attack II,10,2,65000000,21660000,21660000,1500,0,aircraft-march-size-2 Lv.1,0,,
Aircraft Mastery,10,Aircraft - Attack II,10,3,91050000,30280000,30280000,1690,0,aircraft-march-size-2 Lv.1,0,,
Aircraft Mastery,10,Aircraft - Attack II,10,4,91050000,30280000,30280000,1690,0,aircraft-march-size-2 Lv.1,0,,
Aircraft Mastery,10,Aircraft - Attack II,10,5,118444400,39481500,39481500,1880,0,aircraft-march-size-2 Lv.1,0,,
